178	 0.00855	 0.00621	 0.03545	 0.02925	-0.00321	 0.08676	 0.26878	 0.37793	 0.27552	 0.31440	-0.01468	-0.01403
179	 0.00504	 0.00285	 0.03221	 0.02612	-0.01005	 0.08120	 0.27468	 0.38653	 0.27441	 0.31730	-0.01612	-0.01429
180	 0.00097	-0.00108	 0.02812	 0.02216	-0.01824	 0.07409	 0.28063	 0.39522	 0.27195	 0.31933	-0.01781	-0.01464
181	-0.00245	-0.00439	 0.02438	 0.01855	-0.02536	 0.06757	 0.28492	 0.40152	 0.26888	 0.31989	-0.01925	-0.01496
182	-0.00630	-0.00813	 0.01982	 0.01416	-0.03365	 0.05957	 0.28899	 0.40749	 0.26421	 0.31917	-0.02091	-0.01537
183	-0.00945	-0.01120	 0.01580	 0.01029	-0.04066	 0.05246	 0.29169	 0.41144	 0.25932	 0.31737	-0.02228	-0.01573
184	-0.01288	-0.01457	 0.01105	 0.00573	-0.04861	 0.04401	 0.29395	 0.41469	 0.25265	 0.31390	-0.02381	-0.01615
185	-0.01558	-0.01723	 0.00699	 0.00183	-0.05514	 0.03673	 0.29514	 0.41631	 0.24614	 0.30974	-0.02504	-0.01651
186	-0.01842	-0.02003	 0.00232	-0.00264	-0.06231	 0.02830	 0.29571	 0.41690	 0.23769	 0.30352	-0.02636	-0.01691
187	-0.02088	-0.02247	-0.00218	-0.00696	-0.06889	 0.02007	 0.29544	 0.41609	 0.22839	 0.29586	-0.02753	-0.01727
188	-0.02266	-0.02425	-0.00586	-0.01047	-0.07397	 0.01327	 0.29460	 0.41434	 0.21981	 0.28815	-0.02840	-0.01754
