  300.00 -2.84168 -4.02466e-03 -4.36155e-03 -4.36155e-03  1.04879e-03  1.04879e-03  1.38023e-03
  300.00 -2.81563 -3.84112e-03 -4.16298e-03 -4.16298e-03  1.00043e-03  1.00043e-03  1.31685e-03
  300.00 -2.78958 -3.65757e-03 -3.96441e-03 -3.96441e-03  9.52081e-04  9.52081e-04  1.25348e-03
  300.00 -2.76353 -3.47402e-03 -3.76583e-03 -3.76583e-03  9.03728e-04  9.03728e-04  1.19010e-03
  300.00 -2.73747 -3.29047e-03 -3.56726e-03 -3.56726e-03  8.55375e-04  8.55374e-04  1.12672e-03
  300.00 -2.71142 -3.10693e-03 -3.36869e-03 -3.36869e-03  8.07021e-04  8.07021e-04  1.06334e-03
  300.00 -2.68537 -2.92338e-03 -3.17012e-03 -3.17012e-03  7.58668e-04  7.58667e-04  9.99966e-04
  300.00 -2.65932 -2.73983e-03 -2.97155e-03 -2.97155e-03  7.10314e-04  7.10314e-04  9.36588e-04
  300.00 -2.63327 -2.55628e-03 -2.77298e-03 -2.77298e-03  6.61961e-04  6.61960e-04  8.73210e-04
  300.00 -2.60721 -2.37274e-03 -2.57440e-03 -2.57440e-03  6.13606e-04  6.13605e-04  8.09832e-04
  300.00 -2.58116 -2.18918e-03 -2.37583e-03 -2.37583e-03  5.65249e-04  5.65249e-04  7.46453e-04
  300.00 -2.55511 -2.00562e-03 -2.17725e-03 -2.17725e-03  5.16888e-04  5.16887e-04  6.83073e-04
  300.00 -2.52906 -1.82205e-03 -1.97866e-03 -1.97866e-03  4.68514e-04  4.68514e-04  6.19689e-04
  300.00 -2.50301 -1.63843e-03 -1.78005e-03 -1.78005e-03  4.20114e-04  4.20114e-04  5.56297e-04
  300.00 -2.47695 -1.45473e-03 -1.58140e-03 -1.58140e-03  3.71653e-04  3.71652e-04  4.92891e-04
  300.00 -2.45090 -1.27089e-03 -1.38269e-03 -1.38269e-03  3.23059e-04  3.23058e-04  4.29460e-04
  300.00 -2.42485 -1.08685e-03 -1.18398e-03 -1.18398e-03  2.74203e-04  2.74202e-04  3.66009e-04
  300.00 -2.39880 -9.02822e-04 -9.85653e-04 -9.85652e-04  2.24916e-04  2.24915e-04  3.02625e-04
  300.00 -2.37275 -7.20373e-04 -7.89444e-04 -7.89444e-04  1.75265e-04  1.75265e-04  2.39733e-04
  300.00 -2.34669 -5.45792e-04 -6.01346e-04 -6.01346e-04  1.26689e-04  1.26689e-04  1.78828e-04
  300.00 -2.32064 -3.95001e-04 -4.36089e-04 -4.36089e-04  8.39556e-05  8.39555e-05  1.23625e-04
  300.00 -2.29459 -2.84312e-04 -3.10458e-04 -3.10458e-04  5.20531e-05  5.20531e-05  7.84081e-05
  300.00 -2.26854 -2.06034e-04 -2.19811e-04 -2.19811e-04  2.76429e-05  2.76429e-05  4.29639e-05
  300.00 -2.24248 -1.52494e-04 -1.58022e-04 -1.58022e-04  1.03274e-05  1.03273e-05  1.95148e-05
  300.00 -2.21643 -1.22613e-04 -1.22129e-04 -1.22129e-04  1.79564e-06  1.79564e-06  6.75849e-06
  300.00 -2.19038 -1.04651e-04 -9.79093e-05 -9.79093e-05 -1.29381e-06 -1.29381e-06 -2.98885e-07
  300.00 -2.16433 -9.10809e-05 -8.02762e-05 -8.02763e-05 -9.67616e-07 -9.67614e-07 -1.85081e-06
